Waterbody,StationDesc,Storet,DateCollected,County,Smplid,AlgalGroup,Genus,Species,Cell Density,Unit Density,Biovolume,Lat,Long
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/04/20,CHOWAN,13798-2020,Chrysophyceae,Dinobryon,spp.,36,36,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/04/20,CHOWAN,13798-2020,Pyrrhophyta,Heterocapsa,triquetra,36,36,109,36.05358,-76.68409
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,11/19/20,Chowan,13822-2020,Cyanobacteria,Cylindrospermopsis,raciborskii,508,73,4,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,11/19/20,Chowan,13822-2020,Chlorophyta,Scenedesmus,quadricauda,145,36,7,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,11/19/20,Chowan,13822-2020,Euglenophyta,Trachelomonas,spp.,36,36,83,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,11/19/20,Chowan,13822-2020,Bacillariophyceae,Undetermined centric,spp.,73,73,10,36.20983,-76.72677
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/15/20,CHOWAN,13840-2020,Cryptophyta,Cryptomonas,spp.,182,182,237,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/15/20,CHOWAN,13840-2020,Cyanobacteria,Cylindrospermopsis,raciborskii,254,36,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/15/20,CHOWAN,13841-2020,Euglenophyta,Trachelomonas,spp.,36,36,83,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,01/21/21,CHOWAN,13918-2021,Cryptophyta,Cryptomonas,spp.,109,109,142,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,01/21/21,CHOWAN,13918-2021,Cyanobacteria,Cylindrospermopsis,raciborskii,254,36,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,01/21/21,CHOWAN,13918-2021,Chrysophyceae,Dinobryon,spp.,36,36,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,01/21/21,CHOWAN,13918-2021,Chrysophyceae,Mallomonas,caudata,36,36,32,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,01/21/21,CHOWAN,13918-2021,Euglenophyta,Trachelomonas,spp.,36,36,83,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,01/21/21,CHOWAN,13919-2021,Prymnesiophyceae,Chrysochromulina,spp.,36,36,19,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,01/21/21,CHOWAN,13919-2021,Cryptophyta,Cryptomonas,spp.,73,73,95,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/11/21,CHOWAN,13943-2021,Cyanobacteria,Chroococcus,spp.,73,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/11/21,CHOWAN,13943-2021,Cyanobacteria,Cylindrospermopsis,raciborskii,254,36,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/11/21,CHOWAN,13943-2021,Raphidophyceae,Heterosigma ,species,145,145,13,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/11/21,CHOWAN,13943-2021,Cryptophyta,Komma,caudata,36,36,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/11/21,CHOWAN,13943-2021,Chlorophyta,Nephroselmis,species,290,290,9,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/11/21,CHOWAN,13943-2021,Chrysophyceae,Paulinella,ovalis,2469,2469,25,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/11/21,CHOWAN,13943-2021,Bacillariophyceae,Undetermined centric,spp.,436,436,61,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/11/21,CHOWAN,13944-2021,Cryptophyta,Cryptomonas,spp.,73,73,95,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/11/21,CHOWAN,13944-2021,Raphidophyceae,Heterosigma ,species,145,145,13,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/11/21,CHOWAN,13944-2021,Cryptophyta,Komma,caudata,36,36,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/11/21,CHOWAN,13944-2021,Chrysophyceae,Mallomonas,akrokomos,36,36,5,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/11/21,CHOWAN,13944-2021,Chlorophyta,Nephroselmis,species,327,327,10,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/11/21,CHOWAN,13944-2021,Chrysophyceae,Paulinella,ovalis,1198,1198,12,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/11/21,CHOWAN,13944-2021,Bacillariophyceae,Synedra,spp.,36,36,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/11/21,CHOWAN,13944-2021,Cryptophyta,Teleaulax,amphioxeia,36,36,7,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/11/21,CHOWAN,13944-2021,Bacillariophyceae,Thalassiosira,nordenskioldii,73,36,58,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/11/21,CHOWAN,13944-2021,Bacillariophyceae,Undetermined centric,spp.,327,327,46,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,03/04/21,CHOWAN,13995-2021,Bacillariophyceae,Chaetoceros,throndensenii,145,36,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,03/04/21,CHOWAN,13995-2021,Cryptophyta,Cryptomonas,spp.,36,36,47,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,03/04/21,CHOWAN,13995-2021,Raphidophyceae,Heterosigma ,species,73,73,7,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,03/04/21,CHOWAN,13995-2021,Cryptophyta,Komma,caudata,109,109,11,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,03/04/21,CHOWAN,13995-2021,Chrysophyceae,Mallomonas,akrokomos,36,36,5,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,03/04/21,CHOWAN,13995-2021,Chlorophyta,Nephroselmis,species,73,73,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,03/04/21,CHOWAN,13995-2021,Chrysophyceae,Paulinella,ovalis,218,218,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,03/04/21,CHOWAN,13995-2021,Cryptophyta,Teleaulax,amphioxeia,109,109,22,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,03/04/21,CHOWAN,13995-2021,Euglenophyta,Trachelomonas,spp.,36,36,83,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,03/04/21,CHOWAN,13995-2021,Bacillariophyceae,Undetermined centric,spp.,145,145,20,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,03/04/21,CHOWAN,13996-2021,Cryptophyta,Cryptomonas,spp.,36,36,47,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,03/04/21,CHOWAN,13996-2021,Raphidophyceae,Heterosigma ,species,73,73,7,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,03/04/21,CHOWAN,13996-2021,Cryptophyta,Komma,caudata,36,36,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,03/04/21,CHOWAN,13996-2021,Chrysophyceae,Mallomonas,akrokomos,36,36,5,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,03/04/21,CHOWAN,13996-2021,Chrysophyceae,Paulinella,ovalis,218,218,2,36.05358,-76.68409
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,03/30/21,Chowan,14020-2021,Cryptophyta,Cryptomonas,spp.,436,436,567,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,03/30/21,Chowan,14020-2021,Chrysophyceae,Dinobryon,spp.,145,145,11,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,03/30/21,Chowan,14020-2021,Euglenophyta,Trachelomonas,spp.,145,145,334,36.20983,-76.72677
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14030-2021,Cyanobacteria,Anabaena,spiroides,145,36,9,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14030-2021,Bacillariophyceae,Aulacoseira,spp.,545,145,109,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14030-2021,Cryptophyta,Cryptomonas,spp.,36,36,47,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14030-2021,Cyanobacteria,Cylindrospermopsis,raciborskii,2033,290,14,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14030-2021,Chrysophyceae,Dinobryon,spp.,545,545,41,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14030-2021,Cryptophyta,Komma,caudata,109,109,11,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14030-2021,Chrysophyceae,Mallomonas,caudata,36,36,32,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14030-2021,Chrysophyceae,Pseudopedinella,pyriforme,36,36,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14030-2021,Bacillariophyceae,Rhizosolenia,spp.,36,36,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14030-2021,Bacillariophyceae,Skelotonema,potamos,5010,980,301,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14030-2021,Bacillariophyceae,Synedra,spp.,36,36,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14030-2021,Chrysophyceae,Synura,spp.,726,36,290,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14030-2021,Bacillariophyceae,Undetermined centric,spp.,145,145,20,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14031-2021,Bacillariophyceae,Asterionella,formosa,218,36,120,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14031-2021,Bacillariophyceae,Aulacoseira,spp.,690,182,138,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14031-2021,Bacillariophyceae,Chaetoceros,throndensenii,109,109,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14031-2021,Cyanobacteria,Cylindrospermopsis,raciborskii,1017,145,7,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14031-2021,Chrysophyceae,Dinobryon,spp.,399,399,30,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14031-2021,Cryptophyta,Komma,caudata,73,73,7,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14031-2021,Bacillariophyceae,Navicula,spp.,109,109,22,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14031-2021,Bacillariophyceae,Nitzschia,acicularis,36,36,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14031-2021,Pyrrhophyta,Prorocentrum,minimum,36,36,17,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14031-2021,Chlorophyta,Pteromonas,spp.,36,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14031-2021,Bacillariophyceae,Skelotonema,potamos,5482,762,329,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14031-2021,Chlorophyta,Spermatozoopsis,exultans,36,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,04/15/21,CHOWAN,14031-2021,Bacillariophyceae,Undetermined centric,spp.,690,690,97,36.05358,-76.68409
Chowan River,Chowan Riv at US 13 at Winton,D6250000,04/22/21,Hertford,14041-2021,Cyanobacteria,Cylindrospermopsis,raciborskii,254,36,2,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,04/22/21,Hertford,14041-2021,Bacillariophyceae,Navicula,spp.,36,36,7,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,04/22/21,Hertford,14041-2021,Chrysophyceae,Paulinella,ovalis,36,36,0,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,04/22/21,Hertford,14041-2021,Chlorophyta,Scenedesmus,bijuga,73,36,4,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,04/22/21,Hertford,14041-2021,Bacillariophyceae,Undetermined centric,spp.,36,36,5,36.40263,-76.93434
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,04/27/21,Bertie,14052-2021,Bacillariophyceae,Aulacoseira,spp.,1961,399,392,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,04/27/21,Bertie,14052-2021,Cyanobacteria,Cylindrospermopsis,raciborskii,1525,218,11,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,04/27/21,Bertie,14052-2021,Chrysophyceae,Dinobryon,spp.,1380,1380,104,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,04/27/21,Bertie,14052-2021,Chlorophyta,Golenkinia,radiata,36,36,4,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,04/27/21,Bertie,14052-2021,Bacillariophyceae,Rhizosolenia,spp.,36,36,4,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,04/27/21,Bertie,14052-2021,Bacillariophyceae,Synedra,spp.,145,145,12,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,04/27/21,Bertie,14052-2021,Bacillariophyceae,Undetermined centric,spp.,182,182,25,36.04760,-76.69611
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,04/27/21,Gates,14053-2021,Cyanobacteria,Chroococcus,spp.,290,36,0,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,04/27/21,Gates,14053-2021,Cryptophyta,Cryptomonas,spp.,36,36,47,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,04/27/21,Gates,14053-2021,Cyanobacteria,Cylindrospermopsis,raciborskii,254,36,2,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,04/27/21,Gates,14053-2021,Chrysophyceae,Dinobryon,spp.,73,73,5,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,04/27/21,Gates,14053-2021,Cryptophyta,Komma,caudata,73,73,7,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,04/27/21,Gates,14053-2021,Euglenophyta,Trachelomonas,spp.,73,73,168,36.32360,-76.73354
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,04/27/21,Chowan,14054-2021,Cyanobacteria,Cylindrospermopsis,raciborskii,1525,218,11,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,04/27/21,Chowan,14054-2021,Chrysophyceae,Dinobryon,spp.,327,327,25,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,04/27/21,Chowan,14054-2021,Bacillariophyceae,Navicula,spp.,36,36,7,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,04/27/21,Chowan,14054-2021,Chlorophyta,Spermatozoopsis,exultans,73,73,1,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,05/17/21,Chowan,14089-2021,Cyanobacteria,Chroococcus,spp.,290,73,0,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,05/17/21,Chowan,14089-2021,Cryptophyta,Cryptomonas,spp.,109,109,142,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,05/17/21,Chowan,14089-2021,Chrysophyceae,Dinobryon,spp.,1089,1089,82,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,05/17/21,Chowan,14089-2021,Euglenophyta,Eutreptia,spp.,36,36,53,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,05/17/21,Chowan,14089-2021,Pyrrhophyta,Gyrodinium,instriatum,36,36,270,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,05/17/21,Chowan,14089-2021,Raphidophyceae,Heterosigma ,species,36,36,3,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,05/17/21,Chowan,14089-2021,Chrysophyceae,Mallomonas,caudata,36,36,32,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,05/17/21,Chowan,14089-2021,Chrysophyceae,Mallomonas,akrokomos,73,73,9,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,05/17/21,Chowan,14089-2021,Chrysophyceae,Ochromonas,spp.,218,218,13,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,05/17/21,Chowan,14089-2021,Chlorophyta,Pandorina,morum,436,36,78,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,05/17/21,Chowan,14089-2021,Pyrrhophyta,Scrippsiella,trochoidea,36,36,25,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,05/17/21,Chowan,14089-2021,Chlorophyta,Spermatozoopsis,exultans,73,73,1,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,05/17/21,Chowan,14089-2021,Bacillariophyceae,Undetermined centric,spp.,36,36,5,36.20983,-76.72677
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,05/17/21,Gates,14094-2021,Chlorophyta,Ankistrodesmus,falcatus,128,128,4,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,05/17/21,Gates,14094-2021,Cyanobacteria,Chroococcus,spp.,171,43,0,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,05/17/21,Gates,14094-2021,Prymnesiophyceae,Chrysochromulina,spp.,43,43,22,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,05/17/21,Gates,14094-2021,Cryptophyta,Cryptomonas,spp.,85,85,110,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,05/17/21,Gates,14094-2021,Cyanobacteria,Cylindrospermopsis,raciborskii,897,128,6,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,05/17/21,Gates,14094-2021,Chrysophyceae,Dinobryon,spp.,4271,4271,320,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,05/17/21,Gates,14094-2021,Cryptophyta,Komma,caudata,85,85,8,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,05/17/21,Gates,14094-2021,Chrysophyceae,Mallomonas,akrokomos,43,43,6,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,05/17/21,Gates,14094-2021,Chrysophyceae,Mallomonas,caudata,43,43,38,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,05/17/21,Gates,14094-2021,Chrysophyceae,Ochromonas,spp.,214,214,13,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,05/17/21,Gates,14094-2021,Chlorophyta,Pandorina,morum,683,43,122,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,05/17/21,Gates,14094-2021,Pyrrhophyta,Peridinium,spp.,43,43,194,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,05/17/21,Gates,14094-2021,Bacillariophyceae,Synedra,spp.,43,43,3,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,05/17/21,Gates,14094-2021,Euglenophyta,Trachelomonas,spp.,171,171,393,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,05/17/21,Gates,14094-2021,Bacillariophyceae,Undetermined centric,spp.,85,85,12,36.32360,-76.73354
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,05/17/21,Bertie,14095-2021,Chlorophyta,Ankistrodesmus,falcatus,41,41,1,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,05/17/21,Bertie,14095-2021,Bacillariophyceae,Aulacoseira,spp.,332,41,66,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,05/17/21,Bertie,14095-2021,Cyanobacteria,Chroococcus,spp.,664,41,0,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,05/17/21,Bertie,14095-2021,Cryptophyta,Cryptomonas,spp.,1701,1701,2211,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,05/17/21,Bertie,14095-2021,Chrysophyceae,Dinobryon,spp.,1245,1245,93,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,05/17/21,Bertie,14095-2021,Chrysophyceae,Mallomonas,akrokomos,41,41,5,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,05/17/21,Bertie,14095-2021,Pyrrhophyta,Peridinium,spp.,4440,4440,19980,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,05/17/21,Bertie,14095-2021,Chlorophyta,Selenastrum,spp.,83,83,1,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,05/17/21,Bertie,14095-2021,Bacillariophyceae,Skelotonema,potamos,124,41,7,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,05/17/21,Bertie,14095-2021,Chlorophyta,Tetraedron,trigonum,41,41,2,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,05/17/21,Bertie,14095-2021,Euglenophyta,Trachelomonas,spp.,41,41,94,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,05/17/21,Bertie,14095-2021,Bacillariophyceae,Undetermined centric,spp.,124,124,17,36.04760,-76.69611
Chowan River,Chowan Riv at US 13 at Winton,D6250000,05/19/21,Hertford,14093-2021,Chlorophyta,Ankistrodesmus,falcatus,109,109,3,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,05/19/21,Hertford,14093-2021,Chlorophyta,Chlamydomonas,spp.,254,254,152,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,05/19/21,Hertford,14093-2021,Cyanobacteria,Chroococcus,spp.,73,36,0,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,05/19/21,Hertford,14093-2021,Cryptophyta,Cryptomonas,spp.,73,73,95,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,05/19/21,Hertford,14093-2021,Chrysophyceae,Dinobryon,spp.,2251,2251,169,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,05/19/21,Hertford,14093-2021,Pyrrhophyta,Heterocapsa,rotundata,36,36,9,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,05/19/21,Hertford,14093-2021,Raphidophyceae,Heterosigma ,species,109,109,10,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,05/19/21,Hertford,14093-2021,Pyrrhophyta,Karlodinium,veneficum,36,36,5,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,05/19/21,Hertford,14093-2021,Chrysophyceae,Mallomonas,caudata,254,254,224,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,05/19/21,Hertford,14093-2021,Chrysophyceae,Ochromonas,spp.,472,472,28,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,05/19/21,Hertford,14093-2021,Chlorophyta,Pandorina,morum,2033,109,364,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,05/19/21,Hertford,14093-2021,Chrysophyceae,Paulinella,ovalis,145,145,1,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,05/19/21,Hertford,14093-2021,Pyrrhophyta,Peridiniella,danica,36,36,22,36.40263,-76.93434
